Person Id,Computer Skills,Additional Skills,Skillset,Work Experience,Work Designation,Education,Education Specialization,VRF ID,Seva Dept,Job Description,Skills/Keyword,Seva Allocation Accurate or not,Not understood/little confusion/some doubt,Comment
435079,"Basic knowledge of PowerPoint, Word, Spreadsheets & Internet Browsing.",,General / Sports Person,,,Bachelor of Commerce (B.Com),Banking,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,1,,
434893,Average,,Others / Air Force,NewSpace Research &Tech Pvt ltd,AVP,Master of Science (M.Sc),Military strategy,Senior School - IHS - History teacher - 2603,Isha Home School / Senior School - IHS,"* Plan lessons and develop curricula aligned to the prescribed syllabus
* Foster critical thinking, analytical skills, and civic engagement by encouraging students to analyze primary and secondary sources, evaluate evidence, and formulate well-reasoned arguments and opinions.
* Provide students with a broad understanding of historical events, political systems, economic principles, and their interconnectedness within local, national, and global contexts.
* Create a supportive and inclusive classroom environment that promotes respect for diverse perspectives, encourages open dialogue, and cultivates empathy and understanding for different cultures, societies, and viewpoints.
* Differentiate instruction to accommodate the diverse learning needs, interests, and abilities of students, including those with special needs
* Utilize technology and digital resources, such as historical documents, political speeches, economic data, and online databases, to enhance instruction, engage students, and facilitate inquiry-based learning.
* Assess student learning and progress through a variety of formative and summative assessments, including essays, projects, presentations, quizzes, tests, and discussions.
* Provide timely and constructive feedback to students to help them improve their writing, critical thinking, and analytical skills
* Maintain accurate, thorough, and diversified records of student progress
* Participate in team meetings, workshops, and other learning opportunities
* Perform miscellaneous job-related duties as assigned",Education / History Teacher,1,1,Someone from History education bacground could be a more good fit?
433978,"MS Office, Google Suite, HRMS applications",,Soft Skills / Articulate in communication,MarketStar,Manager HR - People Success,Master of Business Administration (M.B.A.),Human Resources,Sadhanapada - Video calls - Interviews - 2699,Sadhanapada,Indian Applications - To collect or verify detailed information on a video call. They should be open to talkin for an hour and be able to build rapport to collect proper information. Willing to take 4 video calls per day.,Soft Skills / Articulate in communication,1,1,Manager HR with MBA
433076,"MS-CIT, MICROSOFT EXCEL",,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Angel broking,Customer experience,Other,"Computer skills, sports",Akshaya - Akshaya Volunteers - 2735,Akshaya,To support in multiple areas in Akshaya.,Soft Skills / Fit for Physical Seva,1,,
432742,Good at editing pictures & making videos,,Emedia / Active on Social Media,Isha Foundation,Social Media Manager,Bachelor of Arts (B.A.),Fashion Designing,Photo Publication - Photographer - 2414,Photo Publication,They will shoot events and happenings in and around ashram. They will also edit the photos for social media and other purposes.,Media and Communication / Editor,1,,
432595,Had a basic knowledge on computer handling,,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,,,Bachelor of Technology (B.Tech),Chemical Engineering,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,0,,Chemical engineering 
432587,All basic computer knowledge and also knowledge of Tally for Accounts.,,Arts and Crafts / Photographer,Homely Haven,Partner,Master of Commerce (M.Com),Commerce,Sadhanapada - Graphic Designer - 2693,Sadhanapada,"Promotions - a skilled designer capable of crafting captivating visuals for online  promotional materials. ability to effectively convey ideas and concepts through visual storytelling. Would be designing visuals and alumni Newsletters, this candadit should be able to see an overall picture and know how to peice things together",Arts and Crafts / Graphic Designer,0,1,Job description asked for Graphic designer.
432339,"Msoffice, Typing, sql Server, c# Basics",,IT / Developer - back end,Excellarate and Jnet Technologies,Associate Software Developer,Bachelor of Technology (B.Tech),CSE,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,0,,
432319,Cita,Scaffolding ,Office Assistant / Admin Assistant,,,HSC/12,Computer,Bangalore Temple - Administrative Activities (Back Office) - 2831,Bangalore Temple,"VRO - Welcome point

front office/ backend calling
",Basic Computer Skills / Basic Computer (MS Office and Email) Skills,1,,
318987,"Coding skills, excel etc",Freelance hosting,Soft Skills / Articulate in communication,Freelancer,Professional Singer/Anchor,Bachelor of Technology (B.Tech),,Sadhanapada - Video calls - Interviews - 2741,Sadhanapada,"Overseas Applications
- Taking Interviews through Video call and in-person
- Putting the required information into system""",Soft Skills / Articulate in communication,1,,
431719,Software professional have good knowledge on computers,,Soft Skills / Articulate in communication,Wells Fargo,Executive Director of Engineering Manager,Bachelor of Engineering (B.E.),Computers,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,0,,
431624,Microsoft excel and ms office,,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,,,Bachelor of Technology (B.Tech),Agriculture engineer,Akshaya - Akshaya Volunteers - 2735,Akshaya,To support in multiple areas in Akshaya.,Soft Skills / Fit for Physical Seva,1,,Agriculture degree.
431226,"I am an IT professional, with unsound understanding and operating of computer",,Soft Skills / Articulate in communication,Decos Software Development,Quality Analyst,Postgraduate,IT and FINANCE,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,0,,
430963,Basic knowlede,,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Self oriented buisnees,Owner manager,Bachelor of Arts (B.A.),Sociology,Dhyanalinga - Guiding Visitors - 2376,Dhyanalinga,"Enter visitor details, give and receive tokens and place the  visitor luggage in the appropriate area",Media and Communication / Communication Trainer,1,,
429616,Basic Computer Skill with MS Office and Basic Level OF WordPress,,Soft Skills / Enthusiastic,SANTOSH TRADERS,My Family Own Business,Undergraduate,COMMERCE,Akshaya - Akshaya Volunteers - 2735,Akshaya,To support in multiple areas in Akshaya.,Soft Skills / Fit for Physical Seva,1,,
429606,"General computer skills like Ms Excel, word, power point, etc.",,Engineering / Automobile Engineer,Jk tyre & industries ltd.,Service engineer,Bachelor of Engineering (B.E.),Mechanical,Land Maintenance - Farming support - 2761,Land Maintenance,Maa Chandrahasa's Farm - Farm Assistant,Soft Skills / Fit for Physical Seva,0,,
429495,Typing skills,,Media and Communication / BPO,Datamatics,Sales Executive,Bachelor - Other,Chemistry,Akshaya - Akshaya Volunteers - 2735,Akshaya,To support in multiple areas in Akshaya.,Soft Skills / Fit for Physical Seva,1,,sales executive
429443,Yes,Spanish Interpreter ,Media and Communication / BPO,Globallogic,Spanish Language specialist/interpreter,Bachelor of Science (B.Sc),Electronics,IPC - Tamil Nadu - Guiding Visitors - 2760,Isha Programs and Communications / IPC - Tamil Nadu,"Enrolling visitors for sessions.  Conducting session.  Data entry in google forms.
 2 Male + 2 Female - Sadhana Hall
5 Male + 5 Female - New halls in front of Adiyogi / sadhana hall

meeting guests, support in temple visit on individual level / in a group. encourage to take up IE programs - Temple area / sadhana hall",Soft Skills / Articulate in communication,1,,
428892,Basics,,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Father's Factory,Self Employeed,Bachelor of Commerce (B.Com),Human Resources Management,Akshaya - Akshaya Volunteers - 2735,Akshaya,To support in multiple areas in Akshaya.,Soft Skills / Fit for Physical Seva,1,,HR background
425884,"Microsoft PowerPoint,  excel,word!",,Soft Skills / Enthusiastic,,,Bachelor of Commerce (B.Com),Corporate secretary,IPC - Tamil Nadu - Guiding Visitors - 2760,Isha Programs and Communications / IPC - Tamil Nadu,"Enrolling visitors for sessions.  Conducting session.  Data entry in google forms.
 2 Male + 2 Female - Sadhana Hall
5 Male + 5 Female - New halls in front of Adiyogi / sadhana hall

meeting guests, support in temple visit on individual level / in a group. encourage to take up IE programs - Temple area / sadhana hall",Soft Skills / Articulate in communication,1,,
361160,Good at it,,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,SI UK,Account specialist,Bachelor of Commerce (B.Com),Accounting,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,0,,
425352,"MS-CIT, Typing, Excel",,Basic Computer Skills / Data Entry skills,,,Bachelor of Science (B.Sc),Good,Akshaya - Akshaya Volunteers - 2735,Akshaya,To support in multiple areas in Akshaya.,Soft Skills / Fit for Physical Seva,1,,
425295,"Basic Computer Knowledge,Ms Office",,Accounting / Auditor,NM Raiji &Co,Paid Assistant (Internship),Bachelor of Commerce (B.Com),,IPC - Tamil Nadu - Guiding Visitors - 2760,Isha Programs and Communications / IPC - Tamil Nadu,"Enrolling visitors for sessions.  Conducting session.  Data entry in google forms.
 2 Male + 2 Female - Sadhana Hall
5 Male + 5 Female - New halls in front of Adiyogi / sadhana hall

meeting guests, support in temple visit on individual level / in a group. encourage to take up IE programs - Temple area / sadhana hall",Soft Skills / Articulate in communication,1,,
313437,All Microsoft office suite.,,Accounting / Basic Accountancy,Nirai,Sales coordinator,Bachelor - Other,Accounts,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,1,,
424078,"Microsoft office, Auto Cad, Staad Pro, Etabs, Revit",,Construction & Fabrication / Civil Engineer,,,Bachelor - Other,Civil Engineering,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,0,1,Civil engineer but no work experience.
423086,"I've Completed my Cyber Security Professional course, Little about Trouble Shooting and Hard ware, MS Office 365 and familiar with other applications",,IT / IT - Others,,,Bachelor of Commerce (B.Com),Computer Applications,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,1,,
422655,Ms office,Data entry and purchasing process skills,Basic Computer Skills / Data Entry skills,Kk engineering company,Procurement,Bachelor of Engineering (B.E.),Mechanical,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,1,,
