Request Name,Job Title,Job Description,Department,Gender Preference,# of Volunteers,Stage,Skills/Keywords,Add'l Skills,Languages,Work Experience Needed?,Number of Years,Educational Qualification
,,,,,,,,,Albanian / Shqip,,,
Security - On ground Support - 2795,On ground Support,security,Security,Any,10,Approved,Others / Army,,FALSE,1,0 ~ 5,None
,,,,,,,Others / Navy,,,,,
,,,,,,,Others / Police,,,,,
Security - Administrative Activities (Back Office) - 2796,Administrative Activities (Back Office),security back-office work,Security,Any,2,Approved,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,,English (US),1,0 ~ 5,Bachelor - Other
,,,,,,,,,Tamil,,,
IT - Infrastructure - Developer - 2797,Developer,"Need a developer for ongoing projects like,
""1. Jira based or portal based delegation of some tasks to departments.
2. Sadhanapada Asset distribution portal maintenance issues.
3. IT Infra Website updates and maintenance.
4. SSO for the our website.
5. AD to GWS sync.
6. Late night access automation.
7. Many other integrations like asset discovery etc to Google workspace, automation.
8. API Integration with ITSM ticketing tool (Jira) to communicate end users using Whatsapp.
9. Industrial knowledge on Testing IT applications. Different types of use case testing.

Mainly -- Jira automation, Google workspace automation, Website development using Odoo, AWS, Integration of tools using Rest APIs, Parsing techniques. Should have development experience and should be able to learn and code in multiple languages as needed.",IT / IT - Infrastructure,Any,2,Approved,IT / IT / Developer,IT / Artificial Intelligence/ Machine Learning,,1,0 ~ 5,Ph.D
IT - Infrastructure - Server Engineer - 2798,Server Engineer,"1.Active Directory support, tweaking and maintenence
2.Enhancements to existing infrastructure which requires thorough understanding of AD.
3.AD based solutions to better organize and execute the AD environment.
4. Using open source tools like Blazam and developing them further to suit clients requirements.
5. Integrating google sheets to Active directory, using several methods.
6. Integrating Google workspace to Active directory, using several methods.",IT / IT - Infrastructure,Any,1,Approved,IT / IT - Others,,,1,0 ~ 5,Ph.D
IT - Infrastructure - Devops Engineer - 2799,Devops Engineer,"Experience on IAM tools like Sailpoint, Savyint, Octa, Oracle Identity, IBM ISIM. On borading differerent applications into IAM . Lifecycle management of users and their acess. Knowlege on Active Directory(AD) and ticketing tools like JIRA, Service Now, Zendesk, Fresh desh etc is an added advantage.",IT / IT - Infrastructure,Any,1,Approved,IT / IT - Others,,,1,0 ~ 5,Bachelor - Other
IT - Infrastructure - Artificial Intelligence (AI) Enthusiast - 2800,Artificial Intelligence (AI) Enthusiast,"Coding experience on Powershell, bash and Python scripting. Creating and scheduling batch files. Knowledge on Active Directory (AD), Servers, Networking and Identity Access Management (IAM).",IT / IT - Infrastructure,Any,1,Approved,IT / Artificial Intelligence/ Machine Learning,IT / Developer,,0,,Bachelor - Other
IT - Infrastructure - IT Hardware engineer - 2801,IT Hardware engineer,"*Able to handle Hardware & Software issues of Desktops / Laptops. 
*Able to handle MAC is also welcome
*People with HW or relevant certification in Desktop support & repair will be good.",IT / IT - Infrastructure,Any,5,Approved,IT / IT - Others,,,0,,Bachelor - Other
IT - Infrastructure - Data Analyst - 2802,Data Analyst,"Able to understand the existing ticket system and apply themselves to check, analysis & audit the IT HD call & ticketing data. 
*Excellent spoken & written skills in english language.
*Ability to document the SOPs across all verticals. 
*People with ITIL or relevant certification will be good.
*Ability to generate BI reports and build custom reports to analyze productivity.",IT / IT - Infrastructure,Any,1,Approved,IT / Business Analyst,IT / IT Project Manager,,1,0 ~ 5,Bachelor - Other
Construction - LSP - Accountant - 2803,Accountant,"Background in finance, verification of accounts and bills",Construction - LSP,Any,1,Approved,Accounting / Basic Accountancy,,,0,,
Bangalore Temple - Data Analyst - 2804,Data Analyst,"Process, Quality & Analytics -",Bangalore Temple,Any,1,Approved,IT / Data Analyst,,,0,,
Bangalore Temple - Coordinating Activities - 2805,Coordinating Activities,Kshetra Sankalpa - Program/ project Coordinator,Bangalore Temple,Any,1,Approved,Soft Skills / Articulate in communication,,English (UK),0,,
Bangalore Temple - Promotions - 2807,Promotions,Promotion - Promotions coordinator,Bangalore Temple,Any,1,Approved,Emedia / Digital Marketing,,,0,,
Bangalore Temple - Visual Merchandiser - 2808,Visual Merchandiser,Promotion - Visual Merchandiser,Bangalore Temple,Any,1,Approved,Soft Skills / Articulate in communication,,,0,,
Bangalore Temple - Project Manager - 2809,Project Manager,"Promotion - Project Coordinator- Social Media
Good knowledge of online and social media trends, developments and opportunities",Bangalore Temple,Any,1,Approved,Emedia / Social Media Campaigns,,,0,,
Bangalore Temple - Content Creator - 2810,Content Creator,Promotion - Content Developer - Content development for campaign (online and offline),Bangalore Temple,Any,1,Approved,Media and Communication / Content Writer,,,0,,
Bangalore Temple - Finance & Accounting Executive - 2811,Finance & Accounting Executive,Revenue generation - Revenue Growth/ Operations,Bangalore Temple,Any,1,Approved,Corporate / Financial & Accounting Executive,,,0,,
Bangalore Temple - Maintenance Support - 2812,Maintenance Support,Accommodation - Housekeeping,Bangalore Temple,Any,1,Approved,Soft Skills / Articulate in communication,,,0,,
Bangalore Temple - Asset and Inventory management - 2813,Asset and Inventory management,Amenities - Purchase and Inventory Coordinator,Bangalore Temple,Any,1,Approved,General / Inventory,,,0,,
Bangalore Temple - Creative Director - 2814,Creative Director,Promotions - Creating promo videos,Bangalore Temple,Any,1,Approved,Arts and Crafts / Film Director,,,1,0 ~ 5,
Bangalore Temple - Video Editor - 2815,Video Editor,Promotions - Editing videos,Bangalore Temple,Any,1,Approved,Arts and Crafts / Video Editor,,,1,0 ~ 5,
Bangalore Temple - Guiding Visitors - 2817,Guiding Visitors,"Information Center - Co-ordinator day to day activities 

Attending the queries in reception counter, Guiding people

Good communication skill, handling various kind of situations",Bangalore Temple,Any,2,Approved,Soft Skills / Soft-spoken and cordial,,Kannada,0,,
,,,,,,,,,English (US),,,
,,,,,,,,,Hindi / हिंदी,,,
Bangalore Temple - Coordinating Activities - 2818,Coordinating Activities,"Admin - Co-ordinating with overall activities 

following up with multiple activities and willingness",Bangalore Temple,Any,1,Approved,Soft Skills / Strong Interpersonal skills (Coordinator),,Kannada,0,,
,,,,,,,,,Tamil,,,
,,,,,,,,,English (US),,,
Bangalore Temple - Maintenance Activities - 2819,Maintenance Activities,"Maintanance - Monitoring Maintenance activities
Organizing Store, Purchase & stock
Waste management monitoring 

Good with excel
Operating PC
Good Communication",Bangalore Temple,Any,4,Approved,Soft Skills / Strong Interpersonal skills (Coordinator),,Bengali / বাংলা,0,,
,,,,,,,,,Hindi / हिंदी,,,
,,,,,,,,,English (US),,,
Bangalore Temple - Administrative Activities (Back Office) - 2820,Administrative Activities (Back Office),"HP - Completing Joining formalities
Documentation Verification
Uploading Documents

Good with excel
Operating PC
Good Communication",Bangalore Temple,Any,1,Approved,Soft Skills / Strong Interpersonal skills (Coordinator),,Kannada,0,,
,,,,,,,,,Telugu / తెలుగు,,,
,,,,,,,,,English (US),,,
Bangalore Temple - Farming support - 2821,Farming support,"Garden - Goshala team Adhoc activities

Willingness",Bangalore Temple,Any,1,Approved,Soft Skills / Fit for Physical Seva,,,0,,
Bangalore Temple - Maintenance Activities - 2822,Maintenance Activities,"Plumbing - ""Organizing Store
Stock Maintenance""

""Good with excel
Operating PC
Good Communication""",Bangalore Temple,Any,1,Approved,Soft Skills / Articulate in communication,,Kannada,0,,
,,,,,,,,,Telugu / తెలుగు,,,
,,,,,,,,,English (US),,,
Bangalore Temple - Farming support - 2823,Farming support,"Goshala - ""Watering Plants
Preparing Fertilizer
Spraying Pesticides""

Willingness",Bangalore Temple,Any,1,Approved,Soft Skills / Fit for Physical Seva,,,0,,
Bangalore Temple - Finance & Accounting Executive - 2824,Finance & Accounting Executive,"Admin - CSR. Fund Raising

Experience in Fund Raising, good connections with corporates, Knows CSR process/ documentation, Excellent writing and communication skills",Bangalore Temple,Any,1,Approved,Corporate / Financial & Accounting Executive,,English (UK),1,6 ~ 10,
,,,,,,,,,Kannada,,,
,,,,,,,,,Hindi / हिंदी,,,
Bangalore Temple - Administrative Activities (Back Office) - 2825,Administrative Activities (Back Office),"Admin - Interacting with govt Schools/ school children, organizing events, general administrative support

Enthusuiastic, commited, able to follow instruction, school teaching experience a plus",Bangalore Temple,Any,1,Approved,Office Assistant / Admin Assistant,,English (US),1,0 ~ 5,
,,,,,,,,,Kannada,,,
Bangalore Temple - Front Office Activities - 2826,Front Office Activities,"Admin - Attend to Donation Counter

Enthusiastic, has the necessary integrity, well groomed",Bangalore Temple,Any,6,Approved,Soft Skills / Soft-spoken and cordial,,English (US),0,,
,,,,,,,,,Kannada,,,
,,,,,,,,,Telugu / తెలుగు,,,
,,,,,,,,,Tamil,,,
,,,,,,,,,Malayalam,,,
,,,,,,,,,Hindi / हिंदी,,,
Bangalore Temple - Asset and Inventory management - 2827,Asset and Inventory management,"Purchases_BLR - 

Supporting in bringing the materials from the vendor place, can converse with the vendor in a humble manner so good rapport can be developed between vendor & ishaGood communication, Enthusiastic in field work

Purchase store handling -receiving of purchased materials, sorting & issuing to the user department

Should have handled stores, but it is not compulsory

To support in purchases on behalf of our SSB departments by handling new product / variant creation, obtaining purpose code, support in timely raising of PRs

Good communication, computer & software/app handling",Bangalore Temple,Any,3,Approved,General / Inventory,,English (US),0,,
,,,,,,,,,Kannada,,,
Bangalore Temple - Accountant - 2828,Accountant,"Admin_BLR - Support in processing bills & vouchers, handling queries of inter departments including finance, vendor registration, Fixed Asset 

Good communication, MS office (esp. Excel)

Should have worked in accounts, handled bills, basic knowledge about GST",Bangalore Temple,Any,1,Approved,Accounting / Basic Accountancy,,,0,,
Bangalore Temple - Maintenance Activities - 2829,Maintenance Activities,"Sadhanapada Program - Hall setup, attendance, etc",Bangalore Temple,Any,2,Approved,Soft Skills / Enthusiastic,,,0,,
Bangalore Temple - Stay Area Support - 2830,Stay Area Support,"Sadhanapada Accommodation

Wake up support",Bangalore Temple,Any,2,Approved,Soft Skills / Enthusiastic,,,0,,
Bangalore Temple - Administrative Activities (Back Office) - 2831,Administrative Activities (Back Office),"VRO - Welcome point

front office/ backend calling",Bangalore Temple,Any,2,Approved,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,,,0,,
Ashram Administration - Ashram Tour Guide - 2832,Ashram Tour Guide,"Enhancement of guest experience.

 ORIENTATION to be conducted in batches and GUIDED TOUR of cottage guests regularly

QUALITIES
Good communication,Coordination ,Enthusiastic,
Engaging..
Communicative. ...
Outgoing. ...
Funny. ...
Decisive. ...
Organised. ...
Punctual.",Ashram Administration,Any,3,Approved,Soft Skills / Articulate in communication,Soft Skills / Strong Interpersonal skills (Coordinator),English (UK),1,6 ~ 10,Master of Business Administration (M.B.A.)
,,,,,,,,,Tamil,,,
,,,,,,,,,Hindi / हिंदी,,,
Ashram Administration - Coordinating Activities - 2833,Coordinating Activities,"AV Setup- setting up audio for bhiksha hall morning and night,video playing in LED in front of bhiksha hall,
setting up space for Aumkar meditation in sadhana hall every afternoon.

Hospitality - constant support in enhancing experience of guests and ashramites by being a support system for tour guides,mediators between guests and admin leads by gathering feedback from guests and improving , focused on maintaining conducive ashram ambience.",Ashram Administration,Any,3,Approved,General / Hospitality/ Hotel Manager,,English (UK),1,6 ~ 10,Master of Business Management (M.B.M)
Ashram Administration - Library Support - 2834,Library Support,"Punctuality, critical thinking, time management, interpersonal skills, strong communication skills, customer service and organisational skills.",Ashram Administration,Any,1,Approved,Soft Skills / Articulate in communication,,English (UK),1,6 ~ 10,Bachelor of Arts (B.A.)
